id   timesUsed   pageFaultAt                                                                                    swappedOutAt
30   0           [1 35 63 103 131 210 335 375 433 487 544 577 613 688 754 779 819 871 963 998]                  [27 62 87 128 163 238 359 401 466 512 575 605 636 719 778 804 847 896 988]
32   0           [52 79 165 223 268 316 358 409 449 495 529 562 646 709 758 797 852 884 928 974 1015]           [75 102 193 256 303 339 379 437 482 522 557 593 673 737 784 822 874 916 955 1002]
33   0           [20 118 173 208 250 281 419 510 548 624 686 747 810 955 1018]                                  [44 144 201 236 278 310 452 534 580 653 714 769 842 983]
56   0           [8 653 886 997]                                                                                [32 682 918]
29   0           [27 77 102 162 214 244 332 362 432 466 518 605 734 815 849 896 937 972 1016]                   [55 101 125 183 243 270 354 384 465 493 539 623 754 846 872 929 964 998]
42   0           [7 67 167 228 266 303 330 385 414 489 581 741 800 879 964 1009]                                [31 92 195 257 299 326 352 411 442 514 609 761 828 902 989]
28   0           [40 82 109 154 238 302 338 368 406 453 535 603 647 680 725 750 778 839 882 927 1010]           [67 104 136 176 265 324 362 393 431 485 563 622 676 707 749 771 800 862 906 954]
36   0           [29 125 179 308 367 468 528 619 672 749 772 799 902 949 1013]                                  [57 158 208 329 390 494 556 647 696 770 797 824 939 977]
37   0           [26 55 105 182 230 309 398 459 504 547 660 757 788 828 864 956 1002]                           [52 77 130 211 258 330 422 487 528 578 687 783 809 853 890 984]
35   0           [28 116 144 205 247 293 369 408 444 483 511 540 575 616 654 716 794 841 883 942 1012]          [56 142 174 234 271 316 395 433 480 507 535 573 603 641 684 741 819 863 913 970]
34   0           [160 217 270 313 386 416 484 512 569 618 661 694 732 811 846 897 950 1021]                     [180 249 305 335 413 449 509 536 598 646 688 724 752 843 869 930 980]
39   0           [164 265 349 378 411 462 494 537 673 708 744 792 824 892 946 977 1023]                         [187 298 373 406 439 489 521 565 697 736 764 813 852 926 973 1009]
